대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"2615","2615. 테라타워2",Group 1,Group 1,31739,7074,7910,4513,22.29%,24.92%,14.22%
"3413","3413.종로플레이스",Group 1,Group 1,31664,5061,6154,4347,15.98%,19.44%,13.73%
"4135","4135. 삼성생명 앞",Group 1,Group 1,31641,4030,5621,8686,12.74%,17.76%,27.45%
"4037","4037. 물넘이교",Group 1,Group 1,31609,4492,4476,9308,14.21%,14.16%,29.45%
"2742","2742.강서구민올림픽체육센터",Group 1,Group 1,31599,7597,4321,4493,24.04%,13.67%,14.22%
"213","213. KT앞",Group 1,Group 4,31572,8553,5738,4685,27.09%,18.17%,14.84%
"4213","4213. 마포구중앙도서관 정문 앞",Group 1,Group 3,31572,1849,6176,9230,5.86%,19.56%,29.23%
"231","231. 남부고용노동지청 남측",Group 1,Group 1,31541,5522,6660,5619,17.51%,21.12%,17.81%
"1617","1617. 하계동 중평어린이공원 앞",Group 1,Group 4,31500,8986,3910,8172,28.53%,12.41%,25.94%
"3764","3764. 관문주유소(GS칼택스) 앞",Group 1,Group 1,31500,6164,5244,7549,19.57%,16.65%,23.97%
"1569","1569.수유역2번출구",Group 1,Group 3,31453,3054,6351,8488,9.71%,20.19%,26.99%
"303","303. 광화문역 1번출구 앞",Group 1,Group 1,31377,5568,7206,5270,17.75%,22.97%,16.80%
"796","796.목동아파트 14단지 B상가 앞",Group 1,Group 1,31297,7059,4475,8162,22.55%,14.30%,26.08%
"2217","2217.아크로리버뷰 부지 앞",Group 1,Group 3,31263,3103,4928,11857,9.93%,15.76%,37.93%
"771","771.목동아파트 703동 앞",Group 1,Group 1,31256,3736,6043,7965,11.95%,19.33%,25.48%
"1451","1451. 중랑세무서",Group 1,Group 3,31195,3417,5971,8616,10.95%,19.14%,27.62%
"268","268. 그랜드컨벤션센터 앞",Group 1,Group 1,31122,3170,6080,7797,10.19%,19.54%,25.05%
"1226","1226. 잠실4동 주민센터 옆",Group 1,Group 1,31070,6694,5396,7628,21.54%,17.37%,24.55%
"512","512. 뚝섬역 1번 출구 옆",Group 1,Group 1,30925,3827,7682,8112,12.38%,24.84%,26.23%
"2635","2635.잠실새내역 1번출구",Group 1,Group 3,30924,3237,6393,8765,10.47%,20.67%,28.34%
"3500","3500. 군자역2번출구",Group 1,Group 1,30828,5561,6277,7059,18.04%,20.36%,22.90%
"4893","4893. 문정법조단지12",Group 1,Group 2,30673,3817,14012,2758,12.44%,45.68%,8.99%
"308","308. 광화문 S타워 앞",Group 1,Group 2,30610,2510,12703,3148,8.20%,41.50%,10.28%
"1018","1018. 둔촌 주공 GS 맞은편",Group 1,Group 1,30598,5151,4412,8331,16.83%,14.42%,27.23%
"704","704. 남부법원검찰청 교차로",Group 1,Group 1,30572,3908,6276,6605,12.78%,20.53%,21.60%
"2525","2525.반포쇼핑타운 2동 앞",Group 1,Group 3,30447,1549,5797,11019,5.09%,19.04%,36.19%
"3514","3514. 왕십리교회옆",Group 1,Group 1,30422,4459,4748,7931,14.66%,15.61%,26.07%
"5311","5311. 주공601동 상가 노원지하보도 앞",Group 1,Group 3,30225,2018,6123,7918,6.68%,20.26%,26.20%
"458","458. 광화문역 5번출구",Group 1,Group 1,30185,3262,8130,6798,10.81%,26.93%,22.52%
"186","186. 월드컵공원",Group 1,Group 3,30172,745,3426,16154,2.47%,11.35%,53.54%
"4564","4564. 63스퀘어",Group 1,Group 1,30163,3533,8883,4912,11.71%,29.45%,16.28%
"305","305. 종로구청 옆",Group 1,Group 1,30136,4107,8244,5199,13.63%,27.36%,17.25%
"3002","3002.벽산상암스마트큐브",Group 1,Group 3,30128,3132,5546,8981,10.40%,18.41%,29.81%
"3657","3657. 서울천호동우체국",Group 1,Group 3,30123,3011,4504,8585,10.00%,14.95%,28.50%
"5064","5064. 양천향교역8번출구",Group 1,Group 4,30120,7583,5924,5712,25.18%,19.67%,18.96%
"284","284. 센트럴 푸르지오 시티 앞",Group 1,Group 1,30064,4714,6299,8078,15.68%,20.95%,26.87%
"4096","4096.창동역2번출구 하나은행365 앞",Group 1,Group 3,30017,2675,6907,7531,8.91%,23.01%,25.09%
"1663","1663. 동해문화예술관앞",Group 1,Group 1,29993,2552,5472,6311,8.51%,18.24%,21.04%
"5878","5878. 우리은행 앞",Group 1,Group 2,29951,822,14448,5173,2.74%,48.24%,17.27%
"1669","1669. 중계역 3번출구",Group 1,Group 1,29939,3136,6150,7182,10.47%,20.54%,23.99%
"543","543. 구의공원(테크노마트 앞)",Group 1,Group 3,29895,2497,7181,8132,8.35%,24.02%,27.20%
"302","302. 경복궁역 6번출구 뒤",Group 1,Group 1,29892,6324,5575,6827,21.16%,18.65%,22.84%
"2732","2732.마곡수명산 1-2단지",Group 1,Group 4,29865,9186,3409,6799,30.76%,11.41%,22.77%
"1198","1198. LG 사이언스파크",Group 1,Group 2,29807,6771,10230,3018,22.72%,34.32%,10.13%
"786","786.목동아파트 8단지 상가동 앞",Group 1,Group 1,29591,5169,4584,8371,17.47%,15.49%,28.29%
"4527","4527. 목동신시가지아파트6단지",Group 1,Group 1,29561,3023,4154,6394,10.23%,14.05%,21.63%
"568","568. 청계8가 사거리 B",Group 1,Group 1,29551,4605,5223,8066,15.58%,17.67%,27.30%
"1220","1220. 잠실근린공원",Group 1,Group 1,29528,6316,4416,7976,21.39%,14.96%,27.01%
"291","291. 문래동 하이테크 시티",Group 1,Group 2,29495,1783,11209,4464,6.05%,38.00%,15.13%
"3542","3542. 래미안 구의파크 스위트",Group 1,Group 4,29482,7187,4582,7664,24.38%,15.54%,26.00%
"238","238. 제2구민체육센타 앞",Group 1,Group 1,29452,6403,6523,4145,21.74%,22.15%,14.07%
"154","154. 마포구청역",Group 1,Group 3,29409,2665,4885,9211,9.06%,16.61%,31.32%
"2109","2109. 은천로입구 가로공원",Group 1,Group 4,29384,7312,3583,7932,24.88%,12.19%,26.99%
"612","612. 시립동부병원 앞 사거리",Group 1,Group 1,29252,5785,5453,6645,19.78%,18.64%,22.72%
"1155","1155. 기쁜우리복지관",Group 1,Group 1,29225,6954,3950,6402,23.79%,13.52%,21.91%
"4486","4486. 홈플러스 잠실점",Group 1,Group 1,29185,2418,8035,6834,8.29%,27.53%,23.42%
"548","548. 자양나들목",Group 1,Group 1,29111,6958,3578,8390,23.90%,12.29%,28.82%
"592","592. 건국대학교 학생회관",Group 1,Group 1,29050,1205,6372,4128,4.15%,21.93%,14.21%
"293","293. 충북 미래관",Group 1,Group 4,29033,8438,3732,7340,29.06%,12.85%,25.28%
"1449","1449. 상봉역 1번출구",Group 1,Group 1,29010,3630,7639,6545,12.51%,26.33%,22.56%
"1102","1102. 방화사거리 마을버스 버스정류장",Group 1,Group 3,28997,3175,4816,7623,10.95%,16.61%,26.29%
"2727","2727.서울식물원 잔디마당 앞",Group 1,Group 2,28994,3319,13386,2489,11.45%,46.17%,8.58%
"3579","3579.광진 캠퍼스시티",Group 1,Group 1,28963,5750,5823,6721,19.85%,20.10%,23.21%
"2921","2921.중계역 2번출구",Group 1,Group 1,28909,4022,5584,6558,13.91%,19.32%,22.68%
"1248","1248. 방이초등학교",Group 1,Group 1,28818,3809,5331,7968,13.22%,18.50%,27.65%
"4142","4142. 현대썬앤빌 앞",Group 1,Group 4,28776,7214,3462,6714,25.07%,12.03%,23.33%
"3819","3819. 서울대벤처타운역",Group 1,Group 3,28768,2590,4869,8389,9.00%,16.93%,29.16%
"614","614. 용두동 사거리",Group 1,Group 1,28744,3849,4730,6708,13.39%,16.46%,23.34%
"1243","1243. 문정 법조단지7",Group 1,Group 2,28726,2518,9964,4354,8.77%,34.69%,15.16%
"2601","2601. 석촌호수 아뜰리에",Group 1,Group 1,28707,4551,4685,8067,15.85%,16.32%,28.10%
"1688","1688. 마들역 7번출구",Group 1,Group 1,28696,4259,6182,6662,14.84%,21.54%,23.22%
"184","184.망원우체국사거리 인근",Group 1,Group 3,28690,3415,4926,8464,11.90%,17.17%,29.50%
"630","630. 동대문구 보건소",Group 1,Group 1,28621,6025,5616,5128,21.05%,19.62%,17.92%
"219","219. 롯데캐슬엠파이어 옆",Group 1,Group 1,28617,4734,7829,4711,16.54%,27.36%,16.46%
"1262","1262. 송파여성문화회관 앞",Group 1,Group 1,28612,4530,4873,7077,15.83%,17.03%,24.73%
"103","103. 망원역 2번출구 앞",Group 1,Group 3,28606,1709,5026,9560,5.97%,17.57%,33.42%
"4027","4027. 한내 행복발전소 옆",Group 1,Group 3,28489,1021,4543,9106,3.58%,15.95%,31.96%
"4481","4481. 올림픽공원 북2문 B",Group 1,Group 3,28413,2817,5378,9462,9.91%,18.93%,33.30%
"5087","5087. 연세강서빌딩",Group 1,Group 4,28395,7326,4002,7013,25.80%,14.09%,24.70%
"1140","1140. 목동사거리 버스정류장",Group 1,Group 1,28378,5850,4318,6601,20.61%,15.22%,23.26%
"1964","1964. 원메디타운 앞",Group 1,Group 1,28359,4128,4322,6653,14.56%,15.24%,23.46%
"3760","3760. 발산역 8번 출구",Group 1,Group 4,28299,6881,5320,5760,24.32%,18.80%,20.35%
"5765","5765. 삼전동주민센터 건너편",Group 1,Group 1,28216,5596,4195,7297,19.83%,14.87%,25.86%
"3904","3904. 테크노마트 앞",Group 1,Group 3,28211,2110,5782,8473,7.48%,20.50%,30.03%
"1656","1656. 중앙하이츠 아파트 입구",Group 1,Group 3,28111,2188,4191,8581,7.78%,14.91%,30.53%
"1363","1363. 보문4교 인근",Group 1,Group 1,28064,4654,4377,7616,16.58%,15.60%,27.14%
"754","754. 목동1단지아파트 118동 앞",Group 1,Group 4,28044,7986,3452,7671,28.48%,12.31%,27.35%
"1447","1447. 면목역 3번출구",Group 1,Group 1,28022,3085,5480,7383,11.01%,19.56%,26.35%
"906","906. 연신내역 5번출구",Group 1,Group 3,27990,1748,5236,8043,6.25%,18.71%,28.74%
"3581","3581.광진광장",Group 1,Group 1,27984,5788,6137,5817,20.68%,21.93%,20.79%
"3890","3890. 웰츠타워 오피스텔",Group 1,Group 1,27942,3079,4838,6867,11.02%,17.31%,24.58%
"560","560. 비전교회 앞",Group 1,Group 4,27924,7527,4253,6693,26.96%,15.23%,23.97%
"914","914. 새절역 2번출구",Group 1,Group 3,27913,2271,4208,8318,8.14%,15.08%,29.80%
"768","768.목동5단지아파트 501동",Group 1,Group 3,27897,2585,4726,8133,9.27%,16.94%,29.15%
"2730","2730.마곡메가박스 앞",Group 1,Group 1,27894,2758,5544,6848,9.89%,19.88%,24.55%
"1235","1235. 잠실트리지움310동 옆",Group 1,Group 3,27863,2727,4725,8253,9.79%,16.96%,29.62%
"2173","2173. 당곡사거리",Group 1,Group 3,27808,2382,5001,7839,8.57%,17.98%,28.19%
"4122","4122. 청계9가교차로 앞",Group 1,Group 1,27804,6373,4481,7129,22.92%,16.12%,25.64%
"4373","4373. 서울숲 지식산업센터",Group 1,Group 1,27801,3746,6146,5825,13.47%,22.11%,20.95%
"226","226. 샛강역 1번출구 앞",Group 1,Group 1,27796,6114,6912,4735,22.00%,24.87%,17.03%
"5884","5884. GS강서타워",Group 1,Group 1,27758,4208,7973,5077,15.16%,28.72%,18.29%
"573","573. 구의문주차장 앞",Group 1,Group 1,27707,5902,4783,6826,21.30%,17.26%,24.64%
"574","574. 아차산역4번출구",Group 1,Group 1,27663,4545,4356,7473,16.43%,15.75%,27.01%
"1455","1455. 상봉역 2번 출구",Group 1,Group 3,27597,1871,5822,6948,6.78%,21.10%,25.18%
"5868","5868. 로프트시티오피스텔",Group 1,Group 1,27549,5784,3977,7302,21.00%,14.44%,26.51%
"497","497.합정동주민센터 앞",Group 1,Group 3,27548,1260,5812,8749,4.57%,21.10%,31.76%
"3548","3548.뚝섬역 6번출구",Group 1,Group 1,27519,4397,6079,6339,15.98%,22.09%,23.03%
"2264","2264. 이수역 1번출구",Group 1,Group 1,27504,4349,5388,7076,15.81%,19.59%,25.73%
"1851","1851. 가산디지털단지 9번출구 인근",Group 1,Group 4,27458,8079,7187,4016,29.42%,26.17%,14.63%
"203","203. 국회의사당역 3번출구 옆",Group 1,Group 4,27427,7273,8508,2830,26.52%,31.02%,10.32%
"4594","4594. 양평교 영등포대여소",Group 1,Group 1,27387,5131,5115,6746,18.74%,18.68%,24.63%
"3936","3936. 힐스테이트 신도림역",Group 1,Group 1,27273,3278,4499,7275,12.02%,16.50%,26.67%
"1328","1328. 월곡역 3번출구",Group 1,Group 1,27259,4196,5901,5936,15.39%,21.65%,21.78%
"5865","5865.더리브오피스텔 앞",Group 1,Group 4,27238,8201,3598,6830,30.11%,13.21%,25.08%
"1023","1023. 한국종합기술사옥 앞",Group 1,Group 2,27040,1547,11342,2824,5.72%,41.95%,10.44%
"279","279. 영등포 푸르지오 아파트 B",Group 1,Group 1,26944,3940,4456,6766,14.62%,16.54%,25.11%
"2340","2340. 삼호물산버스정류장(23370) 옆",Group 1,Group 1,26889,4196,6255,6039,15.60%,23.26%,22.46%
"589","589. 성수역3번출구",Group 1,Group 1,26867,3695,5946,6384,13.75%,22.13%,23.76%
"3513","3513. 상왕십리역 1번출구",Group 1,Group 1,26825,2916,5782,6594,10.87%,21.55%,24.58%
"1904","1904. 도림천역 1번 출구 앞",Group 1,Group 1,26783,6158,3606,5872,22.99%,13.46%,21.92%
"4026","4026. 상계주공1단지아파트",Group 1,Group 4,26767,6978,3310,7193,26.07%,12.37%,26.87%
"4541","4541. 갈산문화예술센터",Group 1,Group 4,26756,6862,3996,6565,25.65%,14.93%,24.54%
"2915","2915.서울과학기술대학교(어학교육원)",Group 1,Group 1,26750,2871,4775,5128,10.73%,17.85%,19.17%
"3205","3205.문래현대2차",Group 1,Group 1,26729,6226,3322,7672,23.29%,12.43%,28.70%
"4484","4484. 잠실나루역4번출구뒤",Group 1,Group 1,26660,5120,6590,6367,19.20%,24.72%,23.88%
"1955","1955. 디지털입구 교차로",Group 1,Group 3,26631,1734,6024,6531,6.51%,22.62%,24.52%
"540","540. 군자역 7번출구 베스트샵 앞",Group 1,Group 1,26528,3232,4060,6887,12.18%,15.30%,25.96%
"229","229. 양평1 보행육교 앞",Group 1,Group 2,26527,1939,10176,5246,7.31%,38.36%,19.78%
"825","825. 서빙고동 주민센터 앞",Group 1,Group 3,26519,1714,4489,10335,6.46%,16.93%,38.97%
"3914","3914. 신도림쌍용플래티넘노블아파트 앞",Group 1,Group 4,26468,6825,3633,6726,25.79%,13.73%,25.41%
"1912","1912. 한신휴아파트 앞",Group 1,Group 1,26443,5622,4664,6434,21.26%,17.64%,24.33%
"5301","5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞)",Group 1,Group 1,26378,3000,4584,7081,11.37%,17.38%,26.84%
"501","501. 광진문화예술회관 앞",Group 1,Group 1,26329,5164,3187,6170,19.61%,12.10%,23.43%
"1120","1120. 대림경동아파트앞",Group 1,Group 4,26199,6890,3287,6476,26.30%,12.55%,24.72%
"3758","3758. 서울남부출입국관리소",Group 1,Group 1,26195,6148,3658,5122,23.47%,13.96%,19.55%
"1169","1169. 염창역 1번 출구",Group 1,Group 1,26184,3054,7040,6243,11.66%,26.89%,23.84%
"474","474.동대문역사문화공원역 1번출구 뒤편",Group 1,Group 3,26164,1950,5907,6503,7.45%,22.58%,24.85%
"287","287. 영등포전화국사거리 (서강어린이공원)",Group 1,Group 1,26074,5186,4173,6797,19.89%,16.00%,26.07%
"1657","1657. 노원구청",Group 1,Group 2,26055,1379,8494,4191,5.29%,32.60%,16.09%
"576","576. 광나루역 3번 출구",Group 1,Group 3,26032,3265,4256,7466,12.54%,16.35%,28.68%
"106","106. 합정역 7번출구 앞",Group 1,Group 3,25910,1267,4984,9416,4.89%,19.24%,36.34%
"1135","1135. 강서구의회",Group 1,Group 4,25868,6358,3343,6043,24.58%,12.92%,23.36%
"1957","1957. 구일고등학교 정문",Group 1,Group 4,25828,7936,2802,5459,30.73%,10.85%,21.14%
"362","362. 청계8가사거리 A",Group 1,Group 1,25792,5347,3573,7458,20.73%,13.85%,28.92%
"4798","4798. 황학동롯데캐슬",Group 1,Group 1,25790,2915,4840,6827,11.30%,18.77%,26.47%
"1452","1452. 겸재교 진입부",Group 1,Group 3,25767,3207,3671,7881,12.45%,14.25%,30.59%
"615","615. 용두동 래미안허브리츠아파트 앞",Group 1,Group 1,25735,3768,4637,6512,14.64%,18.02%,25.30%
"500","500. 어린이대공원역 3번출구 앞",Group 1,Group 1,25711,2971,4642,6367,11.56%,18.05%,24.76%
"549","549. 아차산역 3번출구",Group 1,Group 1,25681,3487,4527,7112,13.58%,17.63%,27.69%
"1291","1291. 서울체육고등학교 앞",Group 1,Group 1,25600,1312,6653,3699,5.13%,25.99%,14.45%
"663","663. 외대앞역 3번출구",Group 1,Group 1,25599,2833,5201,6380,11.07%,20.32%,24.92%
"870","870.노들섬 서측 앞",Group 1,Group 3,25568,332,5135,11051,1.30%,20.08%,43.22%
"1048","1048. 둔촌어린이공원",Group 1,Group 1,25500,4943,3689,6641,19.38%,14.47%,26.04%
"498","498.연남동주민센터 앞",Group 1,Group 1,25464,3388,4830,6403,13.31%,18.97%,25.15%
"3782","3782. 겸재정선미술관",Group 1,Group 4,25397,6484,4788,5681,25.53%,18.85%,22.37%
"267","267. 삼성화재 사옥 옆",Group 1,Group 1,25339,2934,5335,6118,11.58%,21.05%,24.14%
"146","146. 마포역 2번출구 뒤",Group 1,Group 1,25262,2929,5402,6868,11.59%,21.38%,27.19%
"1381","1381.석계역 4번출구 뒤",Group 1,Group 3,25257,2467,4884,6974,9.77%,19.34%,27.61%
"5886","5886.신풍역 2번출구",Group 1,Group 1,25241,2634,4831,6497,10.44%,19.14%,25.74%
"393","393. 동대문역 8번 출구",Group 1,Group 1,25228,1968,4546,4382,7.80%,18.02%,17.37%
"1996","1996. 구일역 1번 출입구 앞",Group 1,Group 1,25188,4022,4661,7485,15.97%,18.50%,29.72%
"2702","2702. 마곡 엠밸리2단지",Group 1,Group 4,25177,7298,3091,5435,28.99%,12.28%,21.59%
"224","224. 롯데캐슬 앞",Group 1,Group 1,25168,2666,5768,5790,10.59%,22.92%,23.01%
"4041","4041. 공릉역3번출구",Group 1,Group 3,25108,2063,4662,6558,8.22%,18.57%,26.12%
"1448","1448. 코스트코 상봉점",Group 1,Group 3,25103,1776,3949,7416,7.07%,15.73%,29.54%
"4600","4600. 서울 영등포구 우체국",Group 1,Group 1,25100,4965,4893,4481,19.78%,19.49%,17.85%
"4013","4013. 중계 롯데마트",Group 1,Group 1,25086,3195,3676,6667,12.74%,14.65%,26.58%
"153","153. 성산2교 사거리",Group 1,Group 1,25043,4191,4446,6307,16.74%,17.75%,25.18%
"227","227. 양평1나들목 보행통로 입구",Group 1,Group 3,25027,3010,3663,9346,12.03%,14.64%,37.34%
"1195","1195. 코오롱One&Only타워",Group 1,Group 2,25022,903,11958,1576,3.61%,47.79%,6.30%
"1132","1132. 등촌역 7번출구",Group 1,Group 1,24986,5138,3868,5630,20.56%,15.48%,22.53%
"4575","4575. 대림동 e편한세상영등포아델포레",Group 1,Group 1,24975,4529,3518,6074,18.13%,14.09%,24.32%
"1503","1503. 강북구청사거리(수유역 8번출구)",Group 1,Group 3,24948,1514,5052,6598,6.07%,20.25%,26.45%
"1716","1716. 창동역 1번출구 건너편",Group 1,Group 3,24886,1828,6063,6547,7.35%,24.36%,26.31%
"342","342. 대학로 마로니에공원",Group 1,Group 1,24850,3329,5059,6365,13.40%,20.36%,25.61%
"1643","1643. 태릉입구역 8번출구",Group 1,Group 3,24810,1643,5179,7016,6.62%,20.87%,28.28%
"2255","2255. 양재시민의숲역 1번출구",Group 1,Group 1,24789,5795,5675,5062,23.38%,22.89%,20.42%
"1076","1076. 천동초교입구사거리 버스정류장(십자성마을 방면)",Group 1,Group 1,24714,3835,4014,6873,15.52%,16.24%,27.81%
"2746","2746.수명산파크 4단지 411동 앞",Group 1,Group 4,24711,7850,2572,5630,31.77%,10.41%,22.78%
"956","956. 응암시장교차로",Group 1,Group 1,24670,5580,3311,6150,22.62%,13.42%,24.93%
"421","421. 마포구청 앞",Group 1,Group 1,24668,3760,4673,4882,15.24%,18.94%,19.79%
"3757","3757. 신방화역 6번출구",Group 1,Group 1,24652,3363,5737,6184,13.64%,23.27%,25.09%
"1901","1901. 신도림동주민센터 앞",Group 1,Group 1,24615,5327,4149,5667,21.64%,16.86%,23.02%
"505","505. 자양사거리 광진아크로텔 앞",Group 1,Group 3,24600,2170,4299,6466,8.82%,17.48%,26.28%
"1636","1636. 상계주공2단지 버스정류장 옆",Group 1,Group 1,24558,2984,4753,5810,12.15%,19.35%,23.66%
"1215","1215. 올림픽공원역 1번출구 앞",Group 1,Group 1,24511,2731,4934,6313,11.14%,20.13%,25.76%
"905","905. 구파발역 2번출구",Group 1,Group 3,24509,1466,5725,7052,5.98%,23.36%,28.77%
"3671","3671. 둔촌동역교차로",Group 1,Group 1,24502,3313,4274,6216,13.52%,17.44%,25.37%
"1531","1531. 미아사거리 1번 출구",Group 1,Group 3,24478,1652,4499,6656,6.75%,18.38%,27.19%
"588","588. 뚝섬 유원지역",Group 1,Group 3,24470,1658,4697,7685,6.78%,19.19%,31.41%
"2741","2741.마곡수명산파크5-6단지",Group 1,Group 4,24452,6385,2790,5379,26.11%,11.41%,22.00%
"3794","3794. 안양천합수부(현대3차아파트)",Group 1,Group 1,24446,5011,2952,7827,20.50%,12.08%,32.02%
"4598","4598. 오목교 동측 지하보도",Group 1,Group 1,24418,4599,4228,6440,18.83%,17.32%,26.37%
"3966","3966. 독산역1번출구 B",Group 1,Group 4,24382,8483,5511,3177,34.79%,22.60%,13.03%
"3756","3756. 마곡힐스테이트 정문",Group 1,Group 4,24352,7092,2999,6135,29.12%,12.32%,25.19%
"2618","2618. 삼전역 1번출구",Group 1,Group 1,24351,3889,4335,6290,15.97%,17.80%,25.83%
"1988","1988. 고척LIGA아파트 앞",Group 1,Group 4,24321,6741,3159,5913,27.72%,12.99%,24.31%
"5881","5881. 세계청소년NGO교육문화원",Group 1,Group 1,24304,4426,4267,6069,18.21%,17.56%,24.97%
"3214","3214.영등포 푸르지오 아파트 A",Group 1,Group 4,24260,7365,2701,6074,30.36%,11.13%,25.04%
"1177","1177. 수명중?고교",Group 1,Group 4,24259,7808,2623,4276,32.19%,10.81%,17.63%
"643","643. 동대문구민체육센터 (육교아래)",Group 1,Group 4,24254,6152,2851,6217,25.36%,11.75%,25.63%
"6183","6183.K스퀘어 마곡",Group 1,Group 1,24228,2776,7255,5007,11.46%,29.94%,20.67%
"1197","1197. 엠펠리체 호텔 건너편",Group 1,Group 3,24163,1940,5673,5823,8.03%,23.48%,24.10%
"2619","2619. 석촌고분역 4번출구",Group 1,Group 1,24098,3938,3803,6604,16.34%,15.78%,27.40%
"1338","1338. 용문2교 옆",Group 1,Group 1,24088,3572,3624,6049,14.83%,15.04%,25.11%
"1610","1610. 화랑대역 2번출구 앞",Group 1,Group 1,24088,3094,3913,6788,12.84%,16.24%,28.18%
"3759","3759. 이대서울병원",Group 1,Group 1,24051,1708,6455,3797,7.10%,26.84%,15.79%
"829","829. 한강대교 북단 교차로",Group 1,Group 3,23975,2148,4435,8502,8.96%,18.50%,35.46%
"244","244. 영등포삼환아파트 앞",Group 1,Group 1,23949,3762,3925,6296,15.71%,16.39%,26.29%
"4377","4377. 우영테크노센터 앞",Group 1,Group 2,23913,685,8758,4963,2.86%,36.62%,20.75%
"1442","1442. 중랑구청 중화동 별관 앞",Group 1,Group 1,23884,2913,4165,5578,12.20%,17.44%,23.35%
"2335","2335. 3호선 매봉역 3번출구앞",Group 1,Group 1,23871,4807,5651,4964,20.14%,23.67%,20.80%
"4383","4383. 푸조비즈타워 앞",Group 1,Group 2,23866,3495,9592,2594,14.64%,40.19%,10.87%
"642","642. 신답역 사거리",Group 1,Group 4,23848,5864,4254,5368,24.59%,17.84%,22.51%
"634","634. 외국어대 정문 앞",Group 1,Group 3,23775,2264,3802,5970,9.52%,15.99%,25.11%
"702","702. 목4동주민센터 옆",Group 1,Group 1,23750,5445,3221,5480,22.93%,13.56%,23.07%
"3692","3692. 둔촌오륜역 1번 출구",Group 1,Group 1,23735,4738,3777,6240,19.96%,15.91%,26.29%
"5066","5066. 아망떼마곡전시장",Group 1,Group 2,23696,1247,9762,3105,5.26%,41.20%,13.10%
"626","626. 군자교 서측 녹지대",Group 1,Group 1,23664,3941,4914,5964,16.65%,20.77%,25.20%
"4559","4559. 신길역 2번출구",Group 1,Group 1,23568,4333,5038,5960,18.39%,21.38%,25.29%
"4537","4537. 서울남부지방검찰청 후문",Group 1,Group 1,23564,5475,4034,4525,23.23%,17.12%,19.20%
"1686","1686. 상계주공10단지 종합상가 앞",Group 1,Group 3,23543,2546,3416,6563,10.81%,14.51%,27.88%
"1744","1744.도봉소방서 옆",Group 1,Group 3,23531,1297,4875,6643,5.51%,20.72%,28.23%
"2050","2050. 노량진역 5번출구",Group 1,Group 3,23492,2234,3742,6261,9.51%,15.93%,26.65%
"3416","3416.동묘앞역 6번출구",Group 1,Group 1,23423,2553,3084,5317,10.90%,13.17%,22.70%
"1168","1168. 마곡엠밸리10단지 앞",Group 1,Group 1,23417,5497,3185,5069,23.47%,13.60%,21.65%
"912","912. 응암오거리",Group 1,Group 1,23391,4162,3639,6187,17.79%,15.56%,26.45%
"1090","1090.상일동역 2번출구 앞",Group 1,Group 1,23384,3785,5759,4883,16.19%,24.63%,20.88%
"3882","3882. 자양2동 주민센터",Group 1,Group 4,23382,6669,3089,5905,28.52%,13.21%,25.25%
"2630","2630.서울방이동 고분군",Group 1,Group 1,23355,2943,4088,6071,12.60%,17.50%,25.99%
"3934","3934. 철도교통관제센터 정문 앞",Group 1,Group 4,23348,6739,8241,5549,28.86%,35.30%,23.77%
"3586","3586.군자역 비채온 오피스텔",Group 1,Group 1,23325,3607,3803,6331,15.46%,16.30%,27.14%
"2025","2025. 흑석역 1번출구",Group 1,Group 3,23316,2271,4679,6890,9.74%,20.07%,29.55%
"2724","2724.(재)FITI시험연구원",Group 1,Group 4,23311,8204,5758,2750,35.19%,24.70%,11.80%
"316","316. 종각역 1번출구 앞",Group 1,Group 1,23243,4394,5196,3393,18.90%,22.36%,14.60%
"4399","4399. 더리브 세종타워 앞",Group 1,Group 1,23217,2365,6568,5450,10.19%,28.29%,23.47%
"4856","4856. 올림픽공원 서1문 앞",Group 1,Group 1,23211,2689,5396,6145,11.59%,23.25%,26.47%
"1126","1126. 우장산역 1번출구옆(우장산아이파크105동앞)",Group 1,Group 3,23199,1690,4415,6315,7.28%,19.03%,27.22%
"3549","3549.건영아파트 앞",Group 1,Group 4,23181,6381,3331,5644,27.53%,14.37%,24.35%
"723","723. SBS방송국",Group 1,Group 1,23146,2284,7053,4362,9.87%,30.47%,18.85%
"2729","2729.넥센 유니버시티 앞",Group 1,Group 2,23110,1877,8510,3292,8.12%,36.82%,14.24%
"1002","1002. 해공공원(천호동)",Group 1,Group 1,23082,4366,2788,6658,18.92%,12.08%,28.84%
"473","473.을지로4가역 9번출구",Group 1,Group 1,23066,4568,5045,3971,19.80%,21.87%,17.22%
"3905","3905. 희훈타워빌 앞",Group 1,Group 1,23062,4460,3360,5611,19.34%,14.57%,24.33%
"551","551. 구의삼성쉐르빌 앞",Group 1,Group 1,23039,3146,3536,6008,13.66%,15.35%,26.08%
"1028","1028. 포레스 주상복합 빌딩",Group 1,Group 1,23016,3488,3765,5800,15.15%,16.36%,25.20%
"1414","1414. 사가정역 2번출구",Group 1,Group 1,23009,2216,5015,5752,9.63%,21.80%,25.00%
"1246","1246. 문정 법조단지10",Group 1,Group 1,22990,2927,6980,4904,12.73%,30.36%,21.33%
