대여소번호,대여소명,전체 이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"2817","2817.천왕이펜하우스5단지 앞",3292,11.82%,16.89%,22.42%
"830","830. 강변삼성스위트아파트 앞",3277,26.03%,17.82%,23.59%
"928","928. 은평역사한옥박물관",3275,12.18%,17.95%,36.58%
"6173","6173. 서울자동차운전전문학원",3263,7.02%,26.02%,18.36%
"5852","5852. 대림동현대2차 201동 앞",3261,16.31%,12.39%,26.31%
"3659","3659. 명일초등학교 옆",3251,12.46%,18.24%,24.55%
"4519","4519. 양원보도육교",3249,11.17%,8.09%,7.05%
"5879","5879. 국회도서관 2문 앞",3230,3.99%,35.42%,17.99%
"4802","4802. 새우개마을",3227,33.44%,23.43%,16.55%
"5892","5892.국회의사당본관 좌측",3227,7.25%,46.54%,7.90%
"5334","5334. 화랑대역 3번출구",3222,13.35%,21.29%,20.02%
"2533","2533.한가람미술관 앞",3215,4.23%,26.66%,27.90%
"4304","4304. 서울고앞",3211,17.75%,17.63%,26.81%
"2350","2350. 래미안그레이튼102동앞",3209,12.06%,21.69%,21.78%
"1379","1379.길음뉴타운푸르지오아파트 3단지",3196,37.17%,5.79%,25.81%
"3427","3427.인왕산 아이파크 정문",3195,35.34%,14.43%,19.22%
"827","827. 국군복지단",3187,4.11%,31.38%,6.84%
"4939","4939.도산공원",3186,6.09%,24.95%,23.26%
"1357","1357. 북한산보국문역",3184,11.56%,13.32%,28.64%
"1377","1377. 한국과학기술연구원 북문",3183,6.60%,38.42%,13.89%
"2401","2401. 밀알학교 입구 (삼성서울병원 입구)",3180,18.02%,13.40%,28.24%
"3652","3652. 한영외국어고등학교",3173,23.54%,15.03%,21.46%
"4319","4319. 삼성전자R&D어린이집 뒤",3159,11.93%,28.30%,14.94%
"6053","6053. 중부세무서 앞",3158,7.28%,20.96%,20.68%
"1376","1376. 한국과학기술연구원 중문",3151,1.11%,39.51%,9.52%
"2625","2625.가락종합 사회복지관",3145,30.21%,12.85%,23.15%
"2421","2421. 신논현역 4번출구",3144,10.78%,19.85%,28.44%
"534","534. 금호사거리",3142,17.00%,11.01%,31.70%
"3532","3532. 왕십리KCC스위첸아파트",3139,36.44%,7.23%,18.38%
"1314","1314. 정릉꿈에그린1단지 201동 앞",3112,18.70%,10.80%,25.39%
"1316","1316. 고려사대부속중고 건너편",3107,6.95%,16.90%,23.85%
"967","967. 서울혁신파크2",3101,4.06%,23.96%,26.51%
"1857","1857. 주공14단지",3098,38.80%,10.30%,21.40%
"4608","4608. 국립중앙박물관 정문 앞",3088,3.24%,23.64%,33.45%
"2129","2129. 낙성대 과학전시관",3087,6.90%,20.34%,26.82%
"4928","4928. 교수마을 입구",3083,13.98%,22.06%,22.51%
"5767","5767. 북위례2",3074,19.65%,10.57%,28.82%
"2383","2383. 보금자리정원",3066,16.60%,16.11%,27.43%
"2223","2223. 방배래미안 정문 앞",3060,6.37%,17.71%,28.30%
"1477","1477.면목삼익아파트 앞",3057,10.60%,15.77%,31.96%
"4333","4333. 서울고등학교 건너편",3041,22.72%,16.24%,24.27%
"2425","2425.세곡동 사거리(대왕초등학교 정류장)",3037,13.37%,16.46%,26.37%
"1731","1731. 도봉고등학교 맞은편",3030,10.83%,13.50%,30.13%
"4088","4088. 김근태도서관",3029,5.02%,14.56%,35.56%
"3637","3637. 세곡데이케어센터",3025,21.12%,11.80%,24.23%
"3624","3624. 대모산입구역 7번 출구 앞",3017,20.32%,11.47%,29.23%
"2037","2037. 동작역 5번출구 동작주차공원",3009,4.35%,19.08%,39.45%
"4327","4327. 몽마르뜨공원입구",3005,13.01%,21.80%,25.76%
"1053","1053. 동명근린공원 진입로 (아리수로)",2993,19.61%,15.14%,22.89%
"5889","5889.의원회관출입구 앞",2984,5.29%,30.06%,16.42%
"3111","3111.무악재역 4번 출구",2978,15.48%,18.37%,25.92%
"1039","1039. 고덕초등학교",2976,25.34%,12.77%,26.65%
"2159","2159. 인헌초교",2973,6.59%,11.00%,33.97%
"483","483.남산타운아파트 버스정류장",2971,10.64%,15.95%,33.39%
"1410","1410. 면목 대원칸타빌아파트",2965,16.96%,10.12%,30.89%
"2248","2248. 서초리슈빌S 글로벌 앞",2965,30.35%,13.63%,21.79%
"1842","1842. 한울중학교",2951,32.12%,6.03%,18.87%
"196","196. 연희교차로 인근",2937,15.63%,14.88%,26.05%
"2386","2386. 크린랩 본사",2936,16.01%,23.81%,23.77%
"1352","1352. e 편한세상 보문아파트 내",2933,22.50%,13.50%,26.56%
"4180","4180. 흑석동주민센터 입구",2931,18.76%,10.44%,29.82%
"4583","4583. 의정관",2930,11.43%,42.15%,9.04%
"3100","3100. 북성초교",2927,12.50%,16.13%,26.75%
"1675","1675. 월계문화체육센터",2924,18.16%,14.43%,13.17%
"2269","2269. 주홍교 하부",2924,13.37%,19.84%,27.39%
"4271","4271. 충정로역 1번 출구",2921,14.28%,24.92%,26.40%
"1504","1504. 삼양시장오거리",2915,9.71%,15.20%,26.86%
"522","522. 금호역 1번출구 앞",2909,7.22%,20.63%,25.99%
"4461","4461. 한양3차아파트 3동 앞",2906,17.34%,14.93%,30.35%
"3902","3902. 항동지구5단지 501동 앞",2902,21.61%,10.61%,27.84%
"947","947. 연신내 선일하이츠빌 정류소",2894,20.08%,12.75%,26.02%
"5331","5331. 공릉동 풍림아파트 112동 앞",2893,31.01%,15.38%,18.63%
"1820","1820. 신한은행 시흥대로금융센터지점",2890,17.20%,18.69%,19.86%
"3563","3563.구의7단지현대아파트",2879,29.35%,13.44%,28.41%
"994","994.북한산생태공원입구(교통섬)",2865,17.45%,15.29%,25.24%
"1037","1037. 강일리버파크 6단지",2847,18.26%,11.10%,27.12%
"3915","3915. 동선아파트 앞",2843,8.62%,11.43%,31.62%
"2249","2249. 우솔초등학교 맞은편",2837,31.44%,13.36%,23.72%
"2184","2184. 구암초등학교 버스정류장",2834,16.94%,10.90%,30.56%
"1620","1620. 중계구민체육센터",2828,9.30%,13.33%,29.67%
"3555","3555.양지사거리(센트라스APT 115동앞)",2815,23.30%,11.72%,24.55%
"3804","3804. 낙성대공원",2800,1.96%,13.00%,52.46%
"1393","1393.돈암육교 하단",2796,12.45%,11.09%,24.57%
"1304","1304. 만해공원",2777,17.07%,13.50%,28.92%
"3117","3117.이화여대 인문관 인근",2777,7.81%,21.50%,18.37%
"4915","4915. 영동중앙교회 버스정류장",2775,16.14%,24.58%,16.40%
"1424","1424. 양원역 2번출구",2770,8.70%,22.45%,23.07%
"600","600. 휘경2동 주민센터",2763,9.37%,12.05%,24.18%
"569","569. 응봉현대아파트 정류소",2761,15.36%,13.58%,33.14%
"3503","3503. 광진유진스웰",2761,12.35%,20.86%,28.25%
"4883","4883. 위례포레샤인18단지 1812동",2757,18.57%,12.08%,26.55%
"1353","1353. 금호어울림센터힐 내",2756,25.91%,8.42%,31.79%
"3561","3561.행당동 삼부APT후문",2752,4.47%,19.55%,28.52%
"432","432. 마포중앙도서관",2745,6.05%,23.06%,29.84%
"4310","4310. 염곡동(염통골) 입구",2741,18.35%,16.71%,18.83%
"4479","4479. 문정중학교",2722,26.05%,8.56%,26.60%
"1541","1541. 삼양역",2706,6.54%,14.82%,27.72%
"4672","4672. 준빌딩 앞",2694,13.25%,13.92%,27.28%
"3431","3431.로제우스 레포츠센터",2682,8.61%,21.22%,29.05%
"4324","4324. 세화고등학교",2676,2.50%,18.83%,26.68%
"4911","4911. 도곡동 골프 로데오거리",2672,17.81%,20.92%,20.13%
"2804","2804.항동지구 6단지 602동 앞",2671,10.33%,12.73%,34.37%
"2318","2318. 삼성중앙역4번출구(문화센터더 리빌)",2670,13.30%,22.85%,22.40%
"1344","1344. 아리랑시네센터 앞",2662,6.42%,16.68%,32.12%
"4919","4919. 학여울역사거리(은마아파트)",2645,19.66%,14.03%,30.25%
"1847","1847. 독산주공 14단지 버스정류소",2643,22.21%,28.76%,23.87%
"4959","4959. 암사역사공원역 3번출구",2642,33.50%,22.71%,14.35%
"1422","1422. 신내우디안아파트 1단지",2638,4.25%,24.30%,24.94%
"3766","3766. 강서문화센터",2622,33.68%,9.34%,22.81%
"3924","3924. 오류동 계림웨스트밸리 앞",2620,22.60%,12.98%,20.31%
"4613","4613. 서울갤러리아 앞",2617,2.75%,20.41%,36.45%
"1392","1392.돈암삼성풍림아파트",2609,21.77%,8.13%,25.83%
"1342","1342. 성북쉼터 앞",2604,21.16%,12.25%,24.73%
"1463","1463.중랑구민회관",2602,12.61%,12.30%,23.71%
"2516","2516.본마을 노인복지센터 앞",2574,12.12%,16.05%,32.79%
"3701","3701. 방아삼거리",2565,4.25%,12.36%,35.01%
"3806","3806. 낙성대 교수아파트",2562,9.48%,19.71%,26.97%
"977","977.신도중학교앞",2551,17.44%,15.80%,27.68%
"297","297.국회3문",2522,19.23%,27.00%,22.76%
"3531","3531. 논골사거리(금호도서관 입구)",2519,18.70%,10.40%,32.12%
"449","449. 일성아파트",2513,18.62%,13.65%,25.98%
"1467","1467.sk신내 주유소앞(용마산로)",2498,4.72%,16.41%,28.98%
"451","451. 청와대앞길",2497,7.85%,23.11%,31.32%
"443","443.호암아트홀",2477,24.02%,35.61%,8.16%
"4305","4305. 서일스포츠센터",2476,23.14%,14.82%,23.91%
"855","855.이촌역5번출구 앞",2475,9.98%,20.93%,33.94%
"1435","1435. 능산삼거리",2468,16.29%,11.63%,25.81%
"1315","1315. 고려사대부속중고 정문",2460,7.24%,15.12%,28.82%
"973","973.제각말푸르지오 5-1단지 아파트",2443,16.17%,14.20%,29.35%
"2334","2334. 삼호아파트 2동 ( 간선도로)",2433,14.76%,19.11%,14.10%
"1459","1459. 용마한신아파트사거리",2427,13.43%,10.01%,28.97%
"1006","1006. 롯데캐슬 115동앞",2423,15.93%,16.34%,26.00%
"3620","3620. 청담역 11번 출구",2422,33.73%,16.52%,18.91%
"5339","5339. 은빛1단지 아파트 앞",2422,10.49%,15.40%,25.56%
"859","859.남산공원 야외식물원 앞",2416,7.08%,17.88%,31.42%
"2519","2519.서초2교(사임당로 방면)",2416,23.10%,16.31%,22.68%
"4623","4623. 라인프랜즈이태원점 앞",2403,4.12%,19.39%,32.17%
"4845","4845. 신내역금강펜테리움센트럴파크",2398,20.98%,19.77%,21.64%
"4538","4538. 양천공영차고지",2390,6.82%,18.28%,20.17%
"4417","4417. 성북청소년문화의집",2367,15.46%,12.59%,24.12%
"2041","2041. 사당중학교 버스정류소",2360,17.58%,10.30%,29.24%
"2532","2532.국립국악원 앞",2339,10.73%,33.90%,20.91%
"161","161. 무악재역1번 출구",2338,14.67%,17.71%,30.71%
"4881","4881. 거여동사거리 송파둘레길 입구",2331,19.48%,15.27%,25.87%
"3970","3970. 시흥4동주민센터 앞",2329,35.77%,7.04%,20.01%
"3629","3629. 청담사거리(신한오피스텔빌딩 앞)",2326,3.53%,30.05%,21.37%
"4879","4879. 마천청소년센터",2322,19.68%,10.55%,27.82%
"4473","4473. 마천금호어울림 1차 102동앞",2311,18.82%,12.20%,29.90%
"5897","5897.여의도공작아파트",2292,5.67%,31.28%,32.29%
"2040","2040. 비계 버스정류소",2285,12.60%,10.37%,32.17%
"4611","4611. 국제루터교회 앞",2281,8.42%,20.43%,26.26%
"127","127. 현대벤처빌 앞",2265,9.98%,18.50%,26.31%
"4158","4158. 노량진근린공원",2265,18.32%,11.88%,26.67%
"1866","1866.서울안천초등학교 옆",2248,12.46%,19.53%,23.93%
"3418","3418.창신역2번 출구",2242,24.40%,10.84%,23.86%
"1101","1101. 상사마을 버스정류장(아라대교방면)",2236,18.02%,18.69%,21.51%
"2165","2165. JK장평타워",2223,5.49%,17.68%,29.51%
"4021","4021. 중계본동 입구",2216,20.08%,12.73%,25.81%
"1573","1573.현대성우아파트 옆",2202,17.80%,9.36%,30.15%
"1370","1370. 복자사랑 피정의 집",2198,18.38%,9.19%,34.08%
"938","938. 금암 문화공원",2190,10.23%,17.99%,31.00%
"2536","2536.서초AICT 우수기업센터 앞",2161,12.36%,24.85%,15.41%
"1861","1861.IBK기업은행 석수역 지점 앞",2155,7.42%,24.97%,28.31%
"4323","4323. 내곡도서관",2146,6.01%,16.96%,29.73%
"4584","4584. 국회2문",2131,9.71%,37.73%,14.36%
"681","681.서울특별시 동부교육지원청(육교)",2099,16.72%,17.01%,19.15%
"1418","1418. 새솔초등학교",2084,26.15%,8.78%,23.85%
"4916","4916. 청담역 1번출구",2082,14.55%,19.02%,26.22%
"2079","2079.중앙대학교 중앙광장",2073,13.84%,15.82%,25.76%
"992","992.북한산입구 정류장",2066,4.36%,11.81%,45.06%
"2807","2807.항동지구 1단지 105동 앞",2063,11.34%,15.90%,30.44%
"200","200. 국회의원회관",2060,12.28%,38.79%,5.05%
"974","974.연신초등학교옆 마을마당",2059,18.99%,13.36%,27.73%
"4421","4421. 롯데캐슬클라시아 입구 앞",2059,15.78%,19.82%,27.88%
"4681","4681.박석고개(은평소방서) 앞",2050,14.54%,15.56%,26.15%
"2257","2257. 청계산 입구 삼거리",2048,1.95%,38.82%,22.36%
"3401","3401.창신두산아파트",2039,39.23%,10.79%,22.90%
"3428","3428.서울미술관",2021,19.59%,13.51%,33.60%
"3911","3911. 항동하버리안2단지아파트 후문",2016,14.43%,13.14%,29.86%
"465","465. 삼청공원 앞",2007,18.63%,24.46%,21.97%
"2078","2078.흑석 아크로리버하임(103동)",1996,10.07%,18.59%,29.01%
"1730","1730. 도봉산역 교차로 앞",1993,2.11%,24.94%,28.00%
"4936","4936. SK텔레콤(T1) 인근",1992,11.40%,26.41%,21.94%
"3720","3720. 우이천 창번교",1991,16.42%,18.13%,29.18%
"2808","2808.항동지구 2단지 202동 앞",1988,14.08%,13.68%,27.62%
"2199","2199.신봉천주유소 A",1987,10.02%,15.25%,30.15%
"2093","2093.상도SH빌아파트 입구",1966,11.44%,12.92%,28.64%
"2225","2225.백석예술대학교 제3캠퍼스 앞",1964,10.18%,42.82%,17.97%
"2806","2806.항동지구 4단지 입구",1957,24.94%,12.31%,27.13%
"3539","3539. 서원마을",1943,13.59%,23.93%,33.56%
"1445","1445. 용마지구대 A",1940,15.31%,14.90%,25.57%
"2207","2207. 내곡파출소 뒤 정자",1940,17.06%,24.18%,20.67%
"1513","1513. 강북구청 뒷편",1939,6.45%,16.76%,27.80%
"1836","1836. 금천구립 독산도서관",1928,19.87%,17.01%,23.08%
"2814","2814.항동지구 10단지 1001동 앞",1927,40.94%,9.50%,25.74%
"1250","1250.문정2동 주민센터",1923,16.59%,11.28%,23.19%
"4336","4336. 서울교육청 교육연수원 앞",1919,6.46%,39.86%,12.56%
"1283","1283. 오금공원 사거리",1889,13.18%,16.78%,29.12%
"1453","1453. 중랑캠핑숲",1856,23.28%,12.98%,23.28%
"1971","1971. 오정초교 앞 보도육교",1848,5.63%,16.40%,22.35%
"921","921. 신도고등학교",1843,12.86%,19.26%,26.91%
"3429","3429.HW컨벤션센터 앞",1838,26.44%,10.45%,29.76%
"2354","2354. 청담역 2번출구",1815,12.67%,20.50%,30.52%
"3714","3714. 송천센트레빌",1803,17.53%,9.48%,27.90%
"5308","5308. 상계신동아아파트",1788,11.19%,10.96%,37.08%
"3610","3610. 윗반마을 입구",1777,8.67%,21.89%,34.44%
"4942","4942.율현삼거리",1765,4.14%,21.64%,26.97%
"4760","4760. 서울역 7번출구",1755,8.32%,28.72%,16.01%
"945","945. 기자촌 사거리 A",1752,16.84%,15.98%,27.85%
"2130","2130. 영어마을 관악캠프",1751,5.71%,18.05%,31.47%
"854","854.HID 유족동지회 앞",1734,3.17%,17.76%,37.02%
"1242","1242. 문정 법조단지6",1719,16.06%,29.20%,20.83%
"2068","2068. 총신대 앞(육교)",1702,16.33%,19.80%,22.21%
"2284","2284. CJ오쇼핑앞",1699,4.06%,33.73%,22.60%
"725","725. 양강중학교앞 교차로",1688,12.26%,14.93%,30.81%
"1538","1538. 솔밭공원역",1687,8.24%,12.39%,31.54%
"4772","4772. 중앙일보",1685,5.64%,42.55%,10.62%
"4617","4617. 동원베네스트 건너편",1681,19.45%,13.62%,23.80%
"1550","1550.삼각산아이원아파트(105동 옆)",1642,30.02%,7.80%,29.23%
"1572","1572. 우이동 먹거리마을",1623,8.75%,14.23%,39.56%
"5880","5880. 국회박물관",1616,2.10%,23.70%,7.80%
"3648","3648. 구룡역 4번 출구",1609,6.15%,21.01%,28.09%
"1855","1855. 성지아파트 옆 도로변",1608,14.55%,12.50%,23.57%
"5888","5888.여의도성당",1600,6.63%,40.25%,24.50%
"3003","3003.래미안신공덕3차아파트",1579,29.83%,8.80%,27.36%
"968","968. 은평뉴타운 상림마을 13단지",1577,23.84%,7.86%,25.43%
"564","564. 금호역 3번출구",1550,8.58%,10.26%,34.00%
"4178","4178. 이수성결교회 옆",1542,6.42%,17.64%,33.79%
"6185","6185.가양나들목",1526,14.61%,11.34%,34.86%
"4612","4612. 이태원로 255",1479,3.18%,16.50%,35.56%
"1969","1969. 궁동생태공원",1478,9.07%,13.19%,27.67%
"4309","4309. 서초케이타운앞",1476,7.52%,13.69%,26.63%
"3940","3940.삼각어린이공원 앞",1473,27.63%,11.88%,22.74%
"3404","3404.서울특별시 중부교육지원청",1466,16.10%,21.49%,12.69%
"2809","2809.항동지구 11단지 1103동 앞",1463,13.47%,14.42%,35.41%
"447","447. 신영동삼거리",1461,11.16%,14.99%,27.79%
"969","969. 은평 지웰테라스",1459,19.95%,7.54%,21.80%
"3937","3937. 개봉역 신영지웰에스테이트",1450,25.86%,17.31%,25.66%
"966","966. 서울혁신파크1",1448,7.11%,28.38%,28.31%
"1066","1066.생태공원앞 교차로(조명탑)",1447,18.31%,17.21%,30.13%
"486","486. 평창동주민센터 앞",1440,7.01%,17.92%,31.74%
"2805","2805.구로자원순환센터",1428,8.75%,12.75%,35.57%
"4690","4690.은평뉴타운폭포동 힐스테이트4단지",1408,16.26%,14.77%,35.65%
"4782","4782. 서소문역사공원",1406,18.28%,31.72%,15.43%
"5786","5786.문정로데오거리입구",1397,11.74%,21.12%,29.35%
"4896","4896. 송파레이크힐",1352,26.26%,18.34%,18.27%
"5601","5601.감정평가사회관앞",1343,8.94%,25.32%,27.92%
"4099","4099.창동역 이마트 건너편",1288,8.31%,16.30%,28.18%
"381","381. 장충체육관",1286,8.55%,20.22%,25.58%
"4044","4044. 공릉산 백세문 입구",1278,11.74%,11.89%,39.83%
"2506","2506. LG유플러스 (방배사옥)",1261,4.04%,28.95%,22.28%
"2508","2508. 양재이스타빌 앞",1256,14.09%,25.24%,24.28%
"937","937. 상림마을 롯데캐슬2단지 옆",1254,5.98%,13.64%,41.39%
"1723","1723. 방학동학마을도서관",1245,11.33%,21.29%,29.16%
"3972","3972. 산기슭공원 앞",1238,31.91%,7.19%,22.37%
"5898","5898.당산역 1번출구",1236,5.58%,28.32%,25.24%
"4348","4348. 사당역 1번출구",1207,16.32%,24.52%,18.48%
"991","991.흥국사 정류장",1195,8.87%,11.88%,35.90%
"2541","2541.옛골 입구",1173,17.48%,19.10%,32.57%
"5337","5337. 태강릉 앞",1169,5.30%,16.00%,40.55%
"4777","4777. 약수동 주민센터",1160,10.00%,14.14%,32.33%
"4334","4334. 인재개발원 데이터센터",1152,4.08%,24.13%,17.45%
"2096","2096.서울특별시 동작관악교육지원청",1132,31.45%,13.16%,21.47%
"2810","2810.항동지구 3단지 311동 앞",1128,15.60%,16.05%,36.26%
"429","429. 송도병원",1105,18.19%,9.32%,34.12%
"523","523. 옥수동성당 옆",1080,7.50%,14.72%,32.96%
"2392","2392. 구룡산 입구 (구룡산 서울둘레길 입구)",1072,22.85%,18.28%,22.48%
"3781","3781. 강서아동복지센터",1072,8.96%,20.34%,23.60%
"1822","1822. 서울 시흥동우체국 앞",1021,20.37%,16.75%,25.37%
"556","556. 달맞이공원",1019,4.91%,20.61%,38.08%
"2289","2289. 남태령역 2번출구",1017,14.85%,25.57%,19.86%
"4523","4523. 구립양천어르신요양센터",983,13.94%,15.46%,34.79%
"4337","4337. 우면산등산로 입구",978,9.82%,38.96%,19.12%
"3787","3787. 가양나들목",964,6.02%,17.74%,37.76%
"2813","2813.항동지구 3단지 302동 앞",928,37.82%,8.73%,25.43%
"2816","2816.항동지구 8단지 803동옆(주차장입구)",916,17.47%,16.48%,24.89%
"5320","5320. 국제 스케이트장",869,5.29%,16.92%,26.24%
"4644","4644.서울특별시교육청 앞",838,14.80%,11.58%,30.67%
"4944","4944.젠빌딩",807,17.72%,23.79%,20.69%
"1678","1678. 성서대학교 밀알관",774,16.02%,24.55%,10.34%
"3878","3878. 장로회신학대학교 주기철 기념관",762,2.76%,21.52%,27.82%
"4322","4322.서울추모공원 입구",743,6.06%,18.84%,24.09%
"2288","2288. 안골마을입구",673,14.86%,15.16%,28.53%
"4415","4415. 미아초교버스승강장",643,12.91%,14.15%,28.30%
"4968","4968.강동구 자원순환센터",634,3.00%,32.33%,30.60%
"2287","2287. 능안마을입구",606,4.62%,39.11%,8.25%
"3971","3971. 순흥안씨묘 건너편",598,23.58%,13.55%,22.74%
"2064","2064. 흑석한강푸르지오 106동앞",575,33.22%,5.57%,21.39%
"3968","3968. 독산동 현대홈타운 금천과선교 앞",572,24.48%,11.71%,25.17%
"5327","5327. 태릉선수촌 앞",555,3.78%,21.98%,27.39%
"4363","4363. 신금호역 2번출구 앞",540,6.30%,17.78%,30.37%
"1680","1680. 삼육대 제3과학관",504,2.18%,21.03%,18.45%
"1280","1280. 송파파크데일 2단지입구 앞 주차장",481,17.46%,11.64%,23.28%
"4343","4343. 헌인릉 입구",481,25.16%,16.01%,24.32%
"3527","3527. 왕십리 자이아파트(101동 앞)",406,18.72%,13.30%,28.08%
"4933","4933. 디에이치퍼스티어아이파크 159동 앞",343,19.53%,9.33%,31.49%
"3430","3430.구기치안센터 앞",330,7.58%,17.27%,36.06%
"4338","4338.새정이마을버스정류장 앞",330,9.39%,9.70%,39.09%
